company,function,title,count,people
Stream Data Centers,Development & Real Estate,"SVP, Location Strategy & Development",1,Michael Lebow
Stream Data Centers,Development & Real Estate,"Vice President, Development and Construction",1,Joshua D. Pettijohn
Stream Data Centers,Energy & Utilities,"Sr. Vice President, Energy Strategy",1,Brian Frazier
Stream Data Centers,Executive leadership,Chief Commercial Officer and Partner,1,Chris Bair
Stream Data Centers,Executive leadership,Chief Development Officer (CDO),1,Oisín Ó Murchú
Stream Data Centers,Executive leadership,Chief Executive Officer,1,Michael Lahoud
Stream Data Centers,Executive leadership,Chief Information Officer,1,Joe Cavanaugh
Stream Data Centers,Executive leadership,Chief Operating Officer,1,Rick Crutchley
Stream Data Centers,Executive leadership,Chief Strategy Officer,1,Mike Armstrong
Stream Data Centers,Executive leadership,CTO,1,Tejo Pydipati
Stream Data Centers,"Legal, People & Support",Senior Director of Sustainability,1,Amanda Abell
Stream Data Centers,"Legal, People & Support",Senior Manager Environment Health Safety,1,Ahmed Elgammal
Stream Data Centers,"Legal, People & Support",Senior Safety Manager,1,Cymone King
Stream Data Centers,"Legal, People & Support",Vice President of EHS,1,Joel Becks
Stream Data Centers,Operations & Facilities,Vice President Data Center Operations,1,Joshua Bailey
Stream Data Centers,Sales & Leasing,Customer Success Manager,1,Allison Dawsey
Stream Data Centers,Sales & Leasing,Executive Vice President & Partner,1,Anthony Bolner
Stream Data Centers,Sales & Leasing,"Senior Director, Global Account Management & Delivery",1,Lee Mills
Stream Data Centers,Sales & Leasing,"Senior Vice President, Cloud & Hyperscale",1,Santiago Suinaga
Stream Data Centers,Sales & Leasing,"Senior Vice President, Hyperscale",1,Stacy Medeiros
Stream Data Centers,Sales & Leasing,"SVP, Global Accounts & Platform Strategy",1,Jose Ruiz
Stream Data Centers,Unclassified,SVP AI Innovation,1,Stuart Lawrence
Stream Realty Partners,Development & Real Estate,"Senior Director, Industrial Development Services",2,Dale Todd; Mark Hayes
Stream Realty Partners,Development & Real Estate,"Director of Industrial Development - Northeast, Mid-Atlantic, and Midwest",1,Ryan Oley
Stream Realty Partners,Development & Real Estate,Director-Development and Construction,1,Jerry Mays
Stream Realty Partners,Development & Real Estate,Senior Industrial Real Estate Manager,1,Joanna Barlow
Stream Realty Partners,Development & Real Estate,Senior Vice President - Land Division,1,Demian Salmon
Stream Realty Partners,Development & Real Estate,Vice President - Development Services,1,Jessica Stroud
Stream Realty Partners,Executive leadership,Managing Director,3,J.J. Campbell; Jamie Jennings; Rayane Plyler
Stream Realty Partners,Executive leadership,Managing Director National Industrial Development Services,1,Albert Jarrell
Stream Realty Partners,Executive leadership,"Managing Director, Industrial Development",1,Bates Arnot
Stream Realty Partners,Unclassified,Executive Vice President,2,Greg Biggs; Sarah Zumbehl Ozanne
Stream Realty Partners,Unclassified,Senior Property Manager,1,Christopher Leon
Stream Realty Partners,Unclassified,Senior Vice President,1,Luke Davis
Stream Realty Partners,Unclassified,Vice President,1,Maura Bulger O'Kelly
Stream Realty Partners,Unclassified,Vice President of Property Management,1,Marsha Krueger
Structure Tone,Pre-Construction & Cost,Estimating Manager,1,Sheela Indla
Structure Tone Southwest,Pre-Construction & Cost,Senior Estimator,1,Joseph H.
Structure Tone Southwest,Pre-Construction & Cost,Sr. Estimator,1,Andres Montoya
STV,Construction & Delivery,"Sr. Scheduler, Project Controls",1,Martina De Los Santos
STV,Development & Real Estate,Land Development Project Engineer,1,Andrew O'Grady
STV,Development & Real Estate,Regional Development Director,1,R. Shane Wade
STV,Unclassified,"Vice President, North Texas Area Manager",1,Alex Martinez
Suffolk Construction,Construction & Delivery,Senior Planner / Scheduler,1,Roashaan A.
Suffolk Construction,Design & Engineering,Project Engineer,1,Sagar Sundrappa
Suffolk Construction,Development & Real Estate,"Vice President, Project Development",1,Karri Novak
Suffolk Construction,Pre-Construction & Cost,Director of Preconstruction,2,Kristopher Kyle; Vail McMillian
Suffolk Construction,Pre-Construction & Cost,"Assistant Estimator, Mission Critical",1,Thomas Blevins
Suffolk Construction,Pre-Construction & Cost,"Chief Estimator, Advanced Manufacturing",1,Gareth Holden
Suffolk Construction,Pre-Construction & Cost,Lead Estimator; Mission Critical,1,Ryan Smith
Suffolk Construction,Pre-Construction & Cost,Senior Estimator,1,Jimmy Tan
Suffolk Construction,Pre-Construction & Cost,Senior MEP Estimator,1,Eddie Spinella
Suffolk Construction,Pre-Construction & Cost,Senior Preconstruction Manager,1,Landon Wayker
Suffolk Construction,Pre-Construction & Cost,Sr. MEP Estimator,1,Shawn Kalsbeck
Suffolk Construction,Unclassified,Platform Associate,1,Caroline Culp
Suffolk Construction,Unclassified,Vice President - Mission Critical,1,Glen Hanson
Summit Ridge Energy,Development & Real Estate,Senior Development Analyst,1,Emily Amon
Summit Ridge Energy,Development & Real Estate,"Senior Manager, Project Development",1,Chase Wittich
Summit Ridge Energy,Development & Real Estate,Vice President of Project Development,1,Bridget Callahan
Summit Ridge Energy,Development & Real Estate,"Vice President, Project Development",1,Brent Buchberger
Sun Country Builders,Pre-Construction & Cost,Senior Estimator,1,Carol Ann Lang
Sun2o Partners,Development & Real Estate,Director of Development,1,Troy Bushman
SunShare,Development & Real Estate,Director of Development Western Region & Tribal,1,Salina J. Derichsweiler
SunShare,Development & Real Estate,Senior Development Manager,1,Alisa Gillam
SWI Group,Development & Real Estate,Development Director UK,1,Neil Doherty
Swinerton,Construction & Delivery,Project Manager,1,Patrick Sullivan
Swinerton,Construction & Delivery,Regional Director of Project Controls/ Scheduling,1,Josh Apodaca
Swinerton,Design & Engineering,Project Engineer,1,Diana Anahi Telles
Swinerton,Design & Engineering,Senior Field Engineer,1,Cayden Fish
Swinerton,Pre-Construction & Cost,Senior Estimator,4,BOB DEASY; James Macaluso; Jeff Levesque; Russell Kahn
Swinerton,Pre-Construction & Cost,Lead Estimator,3,James Stephens; Joe Kabance; Kevin Flores-Aguayo
Swinerton,Pre-Construction & Cost,Preconstruction Manager,3,Ilze Shook; Jon Smith; Vance Howell
Swinerton,Pre-Construction & Cost,Director of Preconstruction,2,Andrew Georgesen; Mark Schaefer
Swinerton,Pre-Construction & Cost,Estimating Manager,2,Brad Coley; Dennis Teo
Swinerton,Pre-Construction & Cost,Chief Estimator,1,Dawson Jones
Swinerton,Pre-Construction & Cost,Director Of Preconstruction,1,Ryan Clifford
Swinerton,Pre-Construction & Cost,Estimator,1,Harley Evans
Swinerton,Pre-Construction & Cost,Preconstruction / Estimating,1,Ronald Ajel
Swinerton,Pre-Construction & Cost,Preconstruction Executive,1,Roya Vermillion
Swinerton,Pre-Construction & Cost,Regional Chief Estimator,1,Todd Marks
Swinerton,Pre-Construction & Cost,Senior Preconstruction Manager,1,Mark Bokhoven
Swinerton,Pre-Construction & Cost,Sr. Preconstruction Manager,1,Chad Thomas
Swinerton,Unclassified,"Director, National Mass Timber",1,William Silva
Swinerton,Unclassified,Regional Director of VDC,1,Matt Zwetzig
Swinerton,Unclassified,Retired,1,Leisa Burnett
Swinerton,Unclassified,Solutions Manager,1,Ed Maierhofer
Switch,Construction & Delivery,Chief Construction Officer,2,Joshua Ewing; Terri Borden
Switch,Construction & Delivery,Director of Construction,2,Eugene Estipona; Greg Varholy
Switch,Construction & Delivery,Director of Construction Integration,1,Manuel Bethancourth
Switch,Construction & Delivery,VP of Construction,1,Vincent Basil
Switch,Design & Engineering,Chief Construction & Engineering Officer,1,Geurt Woudenberg
Switch,Design & Engineering,Senior Civil Engineer,1,Charlie Palmer
Switch,Design & Engineering,Sr Civil Engineer,1,Deva Alves
Switch,Design & Engineering,SVP Hyperscale Design and Construction,1,Dylan Borvansky
Switch,Design & Engineering,SVP of Solutions Engineering,1,Chris Sachse
Switch,Development & Real Estate,DCO Development Manager,1,Shawn Morrow
Switch,Development & Real Estate,Executive Vice President Development,1,Jay Liebe
Switch,Development & Real Estate,Senior Vice President of Government Affairs & Campus Development,1,Natalie Mitchell
Switch,Development & Real Estate,"Vice President, Development",1,Matt Witlin
Switch,Energy & Utilities,Director of Energy Management and Controls,1,John Ailstock
Switch,Energy & Utilities,Director of Utility Engineering & Development,1,Ross Stienecker
Switch,Energy & Utilities,"Manager, Utility Projects and Development",1,Cole Swearingen
Switch,Energy & Utilities,Senior Energy Trader/Analyst,1,John Hughes
Switch,Energy & Utilities,Transmission and Interconnection Director,1,Ryan Watts
Switch,Energy & Utilities,Utilities Project Manager,1,Darren OHare
Switch,Energy & Utilities,VP of Power Supply,1,Ryan Atkins
Switch,Executive leadership,Chief Business Officer,1,Jonathan K
Switch,Executive leadership,Chief Financial Officer,1,Madonna Park
Switch,Executive leadership,Chief Investment Officer,1,Jesse Burros
Switch,Executive leadership,Chief Strategy Officer,1,Jason Hoffman
Switch,Executive leadership,Chief Technology Officer,1,Zia Syed
Switch,Pre-Construction & Cost,Director of Preconstruction,1,Paul Zach
Switch,Pre-Construction & Cost,Preconstruction Coordinator,1,Holly Pearcy
Switch,Pre-Construction & Cost,Preconstruction Manager,1,Michael Robertson
Switch,Sales & Leasing,Global Account Director,2,Donald Caban; Kim Lally
Switch,Sales & Leasing,Director of Strategic Accounts,1,Sean Donnelly
Switch,Sales & Leasing,Executive Vice President of Colocation Sales,1,Raleigh Midura
Switch,Sales & Leasing,Executive Vice President-Hyperscale Division,1,Steve Manos
Switch,Sales & Leasing,Sales Director,1,John Pearson
Switch,Sales & Leasing,Senior Global Account Director,1,Mike Gregory
Switch,Sales & Leasing,Senior Vice President of Hyperscale,1,Stephen Johnston
Switch,Sales & Leasing,SVP Exascale Business Development,1,Brokaw Price
Switch,Sales & Leasing,SVP of Enterprise & Government Accounts,1,Adam Sternberg
Switch,"Strategy, Finance & Investment",Vice President of Portfolio and Strategy,1,Skyler Holloway
T5 Data Centers,Construction & Delivery,Project Manager,2,Brenda Harbison; Jon Jackson
T5 Data Centers,Construction & Delivery,Construction Project Manager,1,Steven Sikes
T5 Data Centers,Construction & Delivery,Director of Construction - East,1,Le Kevin Smith
T5 Data Centers,Construction & Delivery,"Executive Vice President, Construction Services",1,Ben Hilderbrand
T5 Data Centers,Construction & Delivery,Vice President of Construction,1,William Lewis
T5 Data Centers,Construction & Delivery,"Vice President of Construction, EHS",1,Derrick Lindeman
T5 Data Centers,Construction & Delivery,VP of Construction,1,Charnice Williams
T5 Data Centers,Development & Real Estate,(former) Executive Vice President,1,Robbie Sovie
T5 Data Centers,Development & Real Estate,CEO & Chairman,1,Pete Marin
T5 Data Centers,Development & Real Estate,Development Project Manager,1,Shade Padilla
T5 Data Centers,Development & Real Estate,Director of Construction — Mission-Critical & Data Center Development,1,Victor Everingham
T5 Data Centers,Development & Real Estate,Executive Vice President,1,Timothy Bright
T5 Data Centers,Development & Real Estate,Senior Project Manager | Development,1,Ben Hummel
T5 Data Centers,Development & Real Estate,Vice President,1,Jeff Kegley
T5 Data Centers,Executive leadership,Chief Business Officer,1,Frank Lyles
T5 Data Centers,Executive leadership,Chief Development Officer,1,Jimmy Bailey
T5 Data Centers,Executive leadership,"Chief Investment Officer & President, T5 Properties",1,Peter Almond
T5 Data Centers,"Legal, People & Support",Regional Safety Manager,4,Christopher Kessell; James Tapp; Kasey Kaszycki; Trevor Price
T5 Data Centers,"Legal, People & Support","Environment, Health and Safety Manager",1,Adrian Soliz
T5 Data Centers,"Legal, People & Support",Safety Manager,1,Shawn Gindlesberger
T5 Data Centers,Pre-Construction & Cost,Director Of Preconstruction,1,James Ferguson
T5 Data Centers,Pre-Construction & Cost,Estimating Department Manager,1,James Dyal III
T5 Data Centers,Pre-Construction & Cost,MEP Estimating Consultant (Contract),1,David B.
T5 Data Centers,Pre-Construction & Cost,Senior Preconstruction Manager,1,Charles Gornowich
T5 Data Centers,Pre-Construction & Cost,Sr. Preconstruction Manager,1,Blake Wegener
T5 Data Centers,Sales & Leasing,Business Development,1,Jason Chartrand
T5 Data Centers,Sales & Leasing,Executive Vice President - Sales & Marketing,1,David Mettler
T5 Data Centers,Sales & Leasing,"Senior Vice President, Head of Leasing",1,David Horowitz
T5 Data Centers,Sales & Leasing,"Sr. Director, Business Development",1,Rikki Wells
T5 Data Centers,Sales & Leasing,Vice President of Business Development,1,Eric Thelen
T5 Data Centers,Sales & Leasing,Vice President of Sales,1,Colin DeLacy
T5 Data Centers,Unclassified,"President and Chief Operating Officer, T5 Services",1,Tom Mertz
T5 Data Centers,Unclassified,Senior Vice President,1,Virginia Crabtree
TA Digital Group,Development & Real Estate,Development Manager,2,Natalia Ortiz; Reilly Nuckel
TA Realty,Development & Real Estate,"Partner and Chief Development Officer (CDO), TA Digital Group",1,Tim Shaheen
TA Realty,Development & Real Estate,"SVP, Development & Engineering",1,Chris Trotman
TA Realty,"Strategy, Finance & Investment","Senior Vice President, Strategy & Finance",1,Ryan Day
Talen Energy,Executive leadership,Chief Development Officer,1,Darren Olagues
Tate,Pre-Construction & Cost,Project cost estimator -Data centre infrastructure solutions,1,Dilshath Azeez
TBD Consultants,Pre-Construction & Cost,Associate Principal,1,Anup Sheth
TDIndustries,Pre-Construction & Cost,Director of Preconstruction,2,Joshua Robinson; Margaret Mochel Hanna
TECfusions,Construction & Delivery,Vice President of Construction,1,Dan Richardon
TECfusions,Construction & Delivery,Vice President Of Construction (Emea),1,Martin Heyman
TECfusions,Development & Real Estate,Vice President - Real Estate,1,Joseph Rubino
TECfusions,Development & Real Estate,"Vice President, Talent Acquisition",1,Colleen Varana
TECfusions,Energy & Utilities,Utilities & EHS Manager,1,Terry Blattel
TECfusions,Executive leadership,Chief Operating Officer,1,Mark Hamilton
TECfusions,Executive leadership,Chief Revenue Officer (CRO),1,Steve Hackenburg
TECfusions,Executive leadership,Founder,1,Simon Tusha
TECfusions,Unclassified,President and Chairperson of the Board,1,Andrea Judkins
Tecto,Design & Engineering,(former) Infrastructure Engineer | Data Centers,1,Oscar Casas C.
Tecto,Development & Real Estate,Real Estate | Data Centers,1,Guilherme Maluf
Tecto,Unclassified,Consultor de Projetos - Engenheiro Especialista | Data Center,1,Tarcísio de Assis
Tecto,Unclassified,Permits I Data Centers,1,Flávia Paneque
Telehouse,Construction & Delivery,ASSOCIATE DIRECTOR – PROJECT MANAGEMENT,1,Tom Powlay
Telehouse,Construction & Delivery,Project Director,1,Julian Hennessy
Telehouse,Design & Engineering,(former) Design And Engineering Director,1,Ozgur Duzgunoglu
Telehouse,Development & Real Estate,Head of EMEA Data Centre Development,1,Shohei Kimbara
Telehouse,Development & Real Estate,Head of Key Account Development,1,Jason Lam
Telehouse,Development & Real Estate,Senior Director of Development & Construction,1,Allen Clarke
Telehouse,Executive leadership,Managing Director,1,Mark Pestridge
Telehouse,Unclassified,Senior Data Centre Manager,1,Ray Long
Templus,Executive leadership,Chief Commercial Officer (CCO),1,Felix de la Fuente
Tenaska Renewables,Development & Real Estate,"President of Development, Member Executive Leadership Board",1,Joel Link
Tenaska Renewables,Development & Real Estate,Senior Director Of Development,1,Jesse Fruman
Tenaska Renewables,Development & Real Estate,"Vice President, Project Development",1,Jarrod Pitts
Tenaska Renewables,Unclassified,Senior Vice President,1,Scott Seier
TeraWulf,Construction & Delivery,Director of Construction,1,Kira Schwartz
TeraWulf,Construction & Delivery,Senior Vice President of Capital Projects,1,Eric Schmidt
TeraWulf,Development & Real Estate,Vice President of Project Development,1,Pace Ralli
TeraWulf,Energy & Utilities,Director - Energy Origination & Development,1,Mario Andres Gutierrez
Terra-Gen,Construction & Delivery,Project Manager,1,Dave Barron
Terra-Gen,Development & Real Estate,Director of Development,3,Aaron Chin; David P. Ford; Maxwell Guarniere
Terra-Gen,Development & Real Estate,(former) Vice President of Development,1,Erec DeVost
Terra-Gen,Development & Real Estate,"Manager, Solar Development",1,Graham Basecke
Terra-Gen,Development & Real Estate,Senior Director of Solar Development,1,Bernadette Jendrusch
Terra-Gen,Development & Real Estate,Vice President of Real Estate,1,Ken Wagner
Terra-Gen,Development & Real Estate,"Vice President, Head of Origination",1,Dan Thompson
Terra-Gen,Development & Real Estate,"Vice President, Head of Solar Development",1,Simon Day
Terra-Gen,Development & Real Estate,VP of Solar Development,1,Sam Sours
Terra-Gen,Energy & Utilities,"Vice President, Head of Energy Storage Development",1,Mark Turner
Terra-Gen,Executive leadership,Chief Development Officer,1,Gus Luna
Terra-Gen,Unclassified,Manager of Transmission & Interconnection,1,Hamid Abdelkamel
Terra-Gen,Unclassified,Solar Developement Manager,1,Rajul Patel
TERRANOVA,Sales & Leasing,Senior Vice President of Sales,1,Carrie Hayes
Tesla,Construction & Delivery,Senior Project Controls,1,Anirudh Tadikonda
Tetra Tech,Construction & Delivery,Project Manager,4,Jenna Reaves Barker; Jorge Hinojos; Keaton S.; Sara White
Tetra Tech,Construction & Delivery,Senior Project Manager,4,Duane Compton; Mark Bernardi-Reis; Mary Jones; Paul Seilo
Tetra Tech,Construction & Delivery,Solar Project Manager / Civil Department Manager,1,Alex Ludinich
Tetra Tech,Design & Engineering,Civil Engineer,2,Chris Stanton; Zoe Ault Rivas
Tetra Tech,Design & Engineering,Engineering Management II,1,Christopher A. Zavatsky
Tetra Tech,Design & Engineering,Environmental Engineer,1,Amanda Smokoff
Tetra Tech,Design & Engineering,Senior Engineering Manager,1,Sean Foster
Tetra Tech,Design & Engineering,Senior Project Engineer,1,Stuart McGahee
Tetra Tech,Energy & Utilities,Senior Power Sector Advisor,1,Pedro Robiou
Tetra Tech,Unclassified,Principal Hydrologist,1,Waddell Rick
Tetra Tech,Unclassified,Principal Hydrologist - Water Quality Specialist,1,Tim Reeves
Tetra Tech,Unclassified,Vice President,1,Jacob S. Paik
Tetra Tech,Unclassified,Vice President - Mission Critical,1,Tom Zadera
The Beck Group,Construction & Delivery,Regional Scheduler,1,Aaron Harper
The Beck Group,Construction & Delivery,Senior Project Manager,1,Emily Peddicord
The Beck Group,Pre-Construction & Cost,Preconstruction Manager,5,Adrienne Thomas; Brian Murphy; Jeremy Sayre; Kenny Deemer; Sindhura Rayinedi
The Beck Group,Pre-Construction & Cost,Director Of Preconstruction,1,Chad Prochaska
The Beck Group,Pre-Construction & Cost,National Director of Preconstruction,1,Brent Pilgrim
The Beck Group,Pre-Construction & Cost,Preconstruction Engineer,1,Gilberto Gonzalez
The Beck Group,Pre-Construction & Cost,Preconstruction Executive,1,Ben Hentschel
The Beck Group,Pre-Construction & Cost,Senior Preconstruction Analytics Manager,1,Greg O'Bryan
The Beck Group,Pre-Construction & Cost,Senior Preconstruction Manager,1,Jeffrey Harrington
The Christman Company,Construction & Delivery,Assistant Project Manager,2,Iqra C.; Molly Ding
The Christman Company,Pre-Construction & Cost,Senior Preconstruction Manager,1,Jeremy Borten
The CORE Group – Builders,Sales & Leasing,Director of Business Development,1,John Franco
The Haskell Company,Pre-Construction & Cost,Chief Estimator,1,Jaede Tapia
The Haskell Company,Pre-Construction & Cost,Preconstruction Manager,1,Ryan Aldrich
The Opus Group,Construction & Delivery,Project Manager,1,Jared Buchholz
The Opus Group,Construction & Delivery,Senior Project Manager,1,Nicholas Mann
The Opus Group,Development & Real Estate,"Director, Real Estate Development",3,Brenda Studt; Brett Tomfohrde; Jamie Gerber
The Opus Group,Development & Real Estate,Senior Director of Development,2,Eric Chamberlin; Joe Swensson
The Opus Group,Development & Real Estate,Regional Director of Midwest Development,1,Karen Frend
The Opus Group,Development & Real Estate,"Senior Director, Real Estate Development",1,Randy Danielson
The Opus Group,Development & Real Estate,Vice President - Real Estate Development,1,Paul Robertson
The Walsh Group - Walsh Construction & Archer Western,Pre-Construction & Cost,Project Engineer II / Estimator,1,Jessica Reddick
The Weitz Company,Construction & Delivery,Project Controls Manager,1,Suhrob Nozilov
The Weitz Company,Construction & Delivery,Project Manager,1,Brett Rankin
The Weitz Company,Design & Engineering,Project Engineer,1,Ricardo Wilson
The Weitz Company,Design & Engineering,Project Engineer II,1,Karina Badger
The Weitz Company,Design & Engineering,Project Manager II - MEP | Mission Critical | Data Center,1,Mostafa Khalil
The Weitz Company,Pre-Construction & Cost,Senior Preconstruction Manager,4,Mike Robinson; Mina Shamsoun; Paul Schoeffler; Rod Miller
The Weitz Company,Pre-Construction & Cost,Preconstruction Manager II,3,James Darrenn Call; Rich Corcoran; Troy Bovard
The Weitz Company,Pre-Construction & Cost,Senior Estimator,2,Amir Guirguis; Nicholas Beers
The Weitz Company,Pre-Construction & Cost,Director of Preconstruction & Estimating,1,Fil Rea
The Weitz Company,Pre-Construction & Cost,Director of Preconstruction - Mission Critical,1,Nick Young
The Weitz Company,Pre-Construction & Cost,Electrical Preconstruction Manager,1,Michael L.
The Weitz Company,Pre-Construction & Cost,Lead Estimator,1,John Stodola
The Weitz Company,Pre-Construction & Cost,Senior Pre-Construction Manager,1,Brad Mayfield
The Weitz Company,Pre-Construction & Cost,Sr Preconstruction Manager - Mechanical,1,Ruben Morales
The Weitz Company,Pre-Construction & Cost,Sr. Precon Manager,1,Paul Wolters
The Whiting-Turner Contracting Company,Construction & Delivery,Assistant Project Manager,8,Amelia Nazar; Angela Melugin; Ashley Purcella; Elizabeth Dodson; Erica McCauley; Fatima Rojas; Kelly Haubold; Nader Hamad
The Whiting-Turner Contracting Company,Construction & Delivery,Senior Project Manager,1,Michael Biggs
The Whiting-Turner Contracting Company,Design & Engineering,Project Engineer,5,"Alex Rubin; Grace Menacher; Indigo Breza; Madeline Hosie; Paige Colicchie, LEED AP BDC"
The Whiting-Turner Contracting Company,Design & Engineering,Senior Field Engineer,1,Noah Aldridge
The Whiting-Turner Contracting Company,"Legal, People & Support",Area EHS Manager,1,Marcos Balcarcel
The Whiting-Turner Contracting Company,Unclassified,Vice President,2,Brennan Engel; Joe Allen
TierPoint,Energy & Utilities,"Director, Energy Management",1,Chris Hughes
TierPoint,Sales & Leasing,Senior Account Executive,1,David Hotaki
TierPoint,Sales & Leasing,Vice President of Sales,1,Jason Murray
TikTok,Design & Engineering,"Head of Global Programs, Infrastructure Engineering",1,David Kim
TikTok,Development & Real Estate,Data Center Planning and Acquisition,1,Sean Mc Mahon
TikTok,Development & Real Estate,Head of Real Estate Transactions - Americas,1,Timothy Kitchen
TikTok,Development & Real Estate,Real Estate Project Manager,1,Emilie Morse
TikTok,Development & Real Estate,Site Acquisition Manager,1,Joshua Andrews
TikTok,Development & Real Estate,TPM - Data center planning and acquisition,1,Shichuan Deng
TikTok,Sales & Leasing,EMEA Transaction and Leasing Manager,1,Jessica Stephens
Tillion Data Centers,Sales & Leasing,Commercial Director,1,James Matthews
Timmons Group,Construction & Delivery,Project Manager,3,Gus Newman; Jesse Bogert; Sammy Smith
Timmons Group,Construction & Delivery,Senior Project Manager,2,"Jared Squyres; Sam Castonguay, PE"
Timmons Group,Construction & Delivery,Senior Project Manger,1,Bill Vest
Timmons Group,Design & Engineering,Project Engineer II,1,Catherine Bunn
Timmons Group,Design & Engineering,Project Engineer III,1,"Nolan Sandifer, PE"
Tishman Speyer,Development & Real Estate,Director - Acquisitions,1,Alexandra Collins
Tishman Speyer,Development & Real Estate,Director - Acquisitions & Development,1,Spencer York
Tishman Speyer,Executive leadership,Managing Director,1,Maggie Kadin
Tishman Speyer,Unclassified,Associate,1,Mitchell Maggin
Tishman Speyer,Unclassified,Director,1,Marshall Hollerith
Tishman Speyer,Unclassified,Senior Associate,1,Jesse Meyerowitz
Tishman Speyer,Unclassified,Senior Director,1,Colin Fay
TNP,Development & Real Estate,Director of Land Development,1,Cecil Cheshier
Together AI,Development & Real Estate,Director - Data Center Strategy & Site Selection,1,Cecil St. Pierre
Together AI,"Strategy, Finance & Investment","VP, Infrastructure Strategy",1,Alon Gavrielov
TotalEnergies Renewables USA,Development & Real Estate,Development Manager,1,Quinard Jackson
TotalEnergies Renewables USA,Development & Real Estate,"Solar & Storage Executive: Head, Project Development-Engineering-Procurement-Construction",1,Brian McDonald
TotalEnergies Renewables USA,Executive leadership,Chief Development Officer (CDO),1,Greg Nelson
TotalEnergies Renewables USA,Executive leadership,Chief development Officer - Offshore Wind US,1,Dorra Mahjoubi
TotalEnergies Renewables USA,Unclassified,Senior Interconnection Manager,1,Jason Hastings
Tract,Construction & Delivery,Director Pre- Construction Services,1,Matthew McDonald
Tract,Design & Engineering,Principal Transmission Electrical Engineer,1,Trey Thomasson
Tract,Design & Engineering,Senior Professional Civil Engineer,1,Wesley Wightman
Tract,Design & Engineering,Senior Project Engineer,1,Erik Arvesen
Tract,Design & Engineering,Senior Vice President - Engineering & Construction,1,Coury Morris
Tract,Design & Engineering,Site Planning Engineer,1,Ethan Marks
Tract,Design & Engineering,Vice President of Design & Construction,1,Dana Webster Perry
Tract,Development & Real Estate,Director of Entitlements,2,Erin Fosdick; Kara Bowyer
Tract,Development & Real Estate,"Investment Associate, Land Strategy",2,Lily Perryman; Trenton Mc Carthy
Tract,Development & Real Estate,(former) Development Director,1,Grant Polley
Tract,Development & Real Estate,(former) Director of Entitlements,1,Samuel Bishop
Tract,Development & Real Estate,Development Director,1,Scott Harwood
Tract,Development & Real Estate,Development Manager,1,Jess Walker
Tract,Development & Real Estate,Director of Development & Construction,1,Ashley Peace
Tract,Development & Real Estate,Director of Origination Strategy Europe,1,Juanita Ojeda Mor
Tract,Development & Real Estate,Director Of Origination Tract Europe,1,Max Ostendorp
Tract,Development & Real Estate,"Director, Development",1,Chris Shandor
Tract,Development & Real Estate,"Senior Associate, Land Strategy",1,Ross Nalson
Tract,Development & Real Estate,Senior Director of Development,1,Mitchell Nelson
Tract,Development & Real Estate,"Senior Director, Development",1,Daniel Becht
Tract,Development & Real Estate,"Senior Director, Entitlements",1,Kristin Dean
Tract,Development & Real Estate,Senior Vice President - Investments & Land Strategy,1,Jacob Bock
Tract,Development & Real Estate,Senior Vice President - Land Strategy,1,Sharon Lam
Tract,Development & Real Estate,"Senior Vice President, Land Development",1,Kevin Arrow
Tract,Development & Real Estate,"Sr. Director, Site Selection & Development",1,Carsten Schicht
Tract,Development & Real Estate,Vice President,1,Brad Stevinson
Tract,Development & Real Estate,Vice President - Investments & Land Strategy,1,Eli Lockwood
Tract,Development & Real Estate,"Vice President, Land Strategy & Investments - Tract Europe",1,Isaac Smeltzer
Tract,Energy & Utilities,"Vice President, Utility Development",3,Brandon Smith; Dennis Bartlett; Leroy Ho
Tract,Energy & Utilities,Energy Project Manager,2,Aric Crable; Melissa Funsten
Tract,Energy & Utilities,Energy Projects Manager,2,Colton Gann; Stephen Lanini
Tract,Energy & Utilities,"Director of Energy, Environmental, Strategy and Compliance",1,Jeff Tarde
Tract,Energy & Utilities,"Director, Transmission Planning",1,Fei Fan
Tract,Energy & Utilities,Energy strategy & origination (vice president),1,Alex Hernandez
Tract,Energy & Utilities,Energy Strategy Associate,1,George Hardtner
Tract,Energy & Utilities,"SVP, Head of Utility Development",1,Phillip Sandino
Tract,Energy & Utilities,Vice President Energy Procurement,1,Elizabeth Wolohan
Tract,Energy & Utilities,Vice President of Power Generation,1,Surabhi Dan
Tract,Energy & Utilities,"Vice President, Origination and Energy Development",1,Rupin Menon
Tract,Energy & Utilities,VP Energy Strategy,1,Adam DeWolf
Tract,Executive leadership,Chief Investment Officer,1,Graham Williams
Tract,"Legal, People & Support",Vice President & Corporate Counsel,1,Allison Girvin
Tract,Unclassified,CEO & Managing Partner,1,Grant van Rooyen
Tract,Unclassified,"SVP, Head of EMEA",1,Paul Bultema
Tract Capital Management,Energy & Utilities,Senior Director - Energy Strategy & Transmission Planning,1,Sailee Phase
Trammell Crow Company,Development & Real Estate,Development Manager,7,Adam Estes; Brandon Martinez; Chase Alexander; David Pfifferling; Jacque Adams; Russell Calloway; Yuna Tanaka
Trammell Crow Company,Development & Real Estate,Senior Development Manager,4,Abby Marshall; Joe Whitebread; Kim Richards; Raymond Goins
Trammell Crow Company,Development & Real Estate,Vice President of Development,2,Alyssa Sheinbaum; Doug Smith
